,Bureau of Meteorology station number,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C),Date
5181,9225,0.0,27.3,12.3,2007-03-10
5182,9225,0.0,29.9,14.7,2007-03-11
5183,9225,0.0,31.7,16.6,2007-03-12
5184,9225,0.0,32.8,19.3,2007-03-13
5185,9225,0.0,29.8,17.3,2007-03-14
5186,9225,0.0,27.7,18.1,2007-03-15
5187,9225,0.0,33.2,17.9,2007-03-16
5188,9225,0.0,36.1,19.2,2007-03-17
5189,9225,0.0,36.6,18.9,2007-03-18
5190,9225,0.0,34.6,22.2,2007-03-19
5191,9225,0.0,33.7,19.9,2007-03-20
5192,9225,0.0,29.9,18.0,2007-03-21
5193,9225,0.0,25.1,15.8,2007-03-22
5194,9225,0.6,25.4,13.7,2007-03-23
5195,9225,0.0,28.3,12.8,2007-03-24
5196,9225,0.0,29.7,11.6,2007-03-25
5197,9225,0.0,23.0,10.7,2007-03-26
5198,9225,0.6,20.2,6.3,2007-03-27
5199,9225,0.0,22.4,6.9,2007-03-28
5200,9225,0.0,25.6,11.7,2007-03-29
5201,9225,0.0,31.7,10.4,2007-03-30
5202,9225,0.0,25.0,9.5,2007-03-31
5203,9225,0.0,24.2,12.7,2007-04-01
5204,9225,0.0,28.7,13.8,2007-04-02
5205,9225,0.0,33.0,16.6,2007-04-03
5206,9225,0.0,36.0,15.9,2007-04-04
5207,9225,0.0,30.7,16.1,2007-04-05
5208,9225,0.0,29.1,16.4,2007-04-06
5209,9225,0.2,27.4,15.1,2007-04-07
5210,9225,0.0,21.7,17.1,2007-04-08
5211,9225,1.8,21.8,6.5,2007-04-09
5212,9225,0.0,24.0,8.6,2007-04-10
5213,9225,0.0,26.7,11.7,2007-04-11
5214,9225,0.0,29.4,12.5,2007-04-12
5215,9225,0.0,25.5,12.1,2007-04-13
5216,9225,0.0,27.2,15.1,2007-04-14
5217,9225,0.0,23.9,17.6,2007-04-15
5218,9225,40.4,21.7,14.4,2007-04-16
5219,9225,0.0,22.9,9.0,2007-04-17
5220,9225,0.2,22.6,13.3,2007-04-18
5221,9225,0.0,21.6,9.1,2007-04-19
5222,9225,0.0,22.8,7.5,2007-04-20
5223,9225,0.0,24.8,9.5,2007-04-21
5224,9225,0.0,28.0,13.4,2007-04-22
5225,9225,0.0,24.2,13.4,2007-04-23
5226,9225,0.0,23.3,12.6,2007-04-24
5227,9225,8.6,20.4,13.8,2007-04-25
5228,9225,0.0,22.2,6.8,2007-04-26
5229,9225,0.0,23.0,6.9,2007-04-27
5230,9225,0.0,23.5,5.8,2007-04-28
5231,9225,0.0,22.8,12.5,2007-04-29
5232,9225,25.2,21.4,15.0,2007-04-30
5233,9225,13.0,20.6,16.5,2007-05-01
5234,9225,1.8,22.0,16.9,2007-05-02
5235,9225,0.8,21.2,13.6,2007-05-03
5236,9225,0.2,22.7,13.4,2007-05-04
5237,9225,2.2,22.9,14.6,2007-05-05
5238,9225,0.2,22.7,13.2,2007-05-06
5239,9225,0.0,21.5,8.4,2007-05-07
5240,9225,0.0,24.0,8.1,2007-05-08
5241,9225,0.0,26.2,6.2,2007-05-09
5242,9225,0.0,28.9,11.5,2007-05-10
5243,9225,0.0,26.8,12.2,2007-05-11
5244,9225,1.2,22.2,15.3,2007-05-12
5245,9225,0.4,19.7,11.6,2007-05-13
5246,9225,0.0,17.8,6.4,2007-05-14
5247,9225,0.0,18.9,4.1,2007-05-15
5248,9225,0.0,20.4,4.8,2007-05-16
5249,9225,0.0,21.1,4.6,2007-05-17
5250,9225,1.4,18.4,11.1,2007-05-18
5251,9225,0.0,18.8,11.6,2007-05-19
5252,9225,4.2,18.2,11.6,2007-05-20
5253,9225,0.0,18.0,4.8,2007-05-21
5254,9225,0.0,20.0,3.8,2007-05-22
5255,9225,0.0,21.4,10.4,2007-05-23
5256,9225,0.0,21.9,15.8,2007-05-24
5257,9225,0.0,22.3,14.8,2007-05-25
5258,9225,2.8,17.6,13.5,2007-05-26
5259,9225,1.0,19.1,11.5,2007-05-27
5260,9225,32.2,17.1,12.6,2007-05-28
5261,9225,0.0,18.5,8.1,2007-05-29
5262,9225,0.0,19.9,11.8,2007-05-30
5263,9225,0.0,22.2,5.0,2007-05-31
5264,9225,0.0,22.8,6.2,2007-06-01
5265,9225,0.0,23.4,5.6,2007-06-02
5266,9225,0.0,21.6,10.1,2007-06-03
5267,9225,0.0,17.3,7.9,2007-06-04
5268,9225,0.0,20.3,8.5,2007-06-05
5269,9225,0.0,18.2,12.5,2007-06-06
5270,9225,1.4,23.7,12.7,2007-06-07
5271,9225,2.6,20.2,12.4,2007-06-08
5272,9225,1.6,20.5,9.6,2007-06-09
5273,9225,0.0,19.7,5.5,2007-06-10
5274,9225,0.0,20.7,4.6,2007-06-11
5275,9225,0.0,24.5,9.1,2007-06-12
5276,9225,0.0,22.8,9.2,2007-06-13
5277,9225,3.6,19.8,11.7,2007-06-14
5278,9225,0.0,21.2,5.5,2007-06-15
5279,9225,0.0,17.9,10.1,2007-06-16
5280,9225,0.0,17.3,4.0,2007-06-17
5281,9225,0.0,17.9,4.2,2007-06-18
5282,9225,0.0,16.5,8.8,2007-06-19
5283,9225,0.0,15.8,8.3,2007-06-20
5284,9225,0.0,17.7,6.9,2007-06-21
5285,9225,0.0,17.9,3.8,2007-06-22
5286,9225,19.2,17.1,9.3,2007-06-23
5287,9225,8.0,18.2,7.7,2007-06-24
5288,9225,3.2,19.8,8.9,2007-06-25
5289,9225,0.2,21.2,6.4,2007-06-26
5290,9225,0.0,21.8,8.1,2007-06-27
5291,9225,13.4,21.2,12.3,2007-06-28
5292,9225,0.8,20.8,10.5,2007-06-29
5293,9225,6.0,19.6,14.3,2007-06-30
5294,9225,7.4,18.0,12.3,2007-07-01
5295,9225,27.8,19.6,14.3,2007-07-02
5296,9225,16.6,17.8,11.1,2007-07-03
5297,9225,1.8,18.9,13.8,2007-07-04
5298,9225,0.0,20.2,11.0,2007-07-05
5299,9225,0.8,20.7,10.4,2007-07-06
5300,9225,0.0,23.8,7.3,2007-07-07
5301,9225,0.0,21.4,12.5,2007-07-08
5302,9225,4.8,17.4,5.4,2007-07-09
5303,9225,0.0,18.6,4.0,2007-07-10
5304,9225,0.0,19.7,4.5,2007-07-11
5305,9225,0.0,23.0,11.4,2007-07-12
5306,9225,0.0,19.1,12.8,2007-07-13
5307,9225,0.0,20.2,9.2,2007-07-14
5308,9225,0.0,20.4,3.4,2007-07-15
5309,9225,0.0,18.4,6.2,2007-07-16
5310,9225,0.0,19.9,3.9,2007-07-17
5311,9225,0.0,23.7,5.7,2007-07-18
5312,9225,1.8,18.5,10.0,2007-07-19
5313,9225,21.4,19.8,13.0,2007-07-20
5314,9225,2.2,17.5,8.9,2007-07-21
5315,9225,10.8,18.4,12.7,2007-07-22
5316,9225,1.0,19.5,12.3,2007-07-23
5317,9225,17.4,16.9,11.6,2007-07-24
5318,9225,6.0,17.9,12.5,2007-07-25
5319,9225,4.0,19.0,9.9,2007-07-26
5320,9225,0.6,21.4,8.0,2007-07-27
5321,9225,13.2,18.9,12.8,2007-07-28
5322,9225,6.6,19.3,13.2,2007-07-29
5323,9225,19.2,18.8,14.1,2007-07-30
5324,9225,16.0,18.2,11.3,2007-07-31
5325,9225,5.6,17.3,12.4,2007-08-01
5326,9225,12.4,16.0,4.7,2007-08-02
5327,9225,0.0,18.8,8.3,2007-08-03
5328,9225,0.0,20.8,3.3,2007-08-04
5329,9225,0.0,22.0,6.3,2007-08-05
5330,9225,18.6,16.5,12.9,2007-08-06
5331,9225,8.4,18.4,9.8,2007-08-07
5332,9225,1.0,18.3,12.2,2007-08-08
5333,9225,0.0,20.5,11.1,2007-08-09
5334,9225,10.6,14.5,14.0,2007-08-10
5335,9225,23.6,16.8,6.7,2007-08-11
5336,9225,0.0,17.8,3.1,2007-08-12
5337,9225,0.0,18.7,3.1,2007-08-13
5338,9225,4.6,16.6,8.7,2007-08-14
5339,9225,0.4,17.6,5.6,2007-08-15
5340,9225,0.2,18.2,4.5,2007-08-16
5341,9225,0.0,20.7,3.3,2007-08-17
5342,9225,0.0,24.3,5.7,2007-08-18
5343,9225,0.0,19.4,9.9,2007-08-19
5344,9225,5.6,20.6,10.1,2007-08-20
5345,9225,1.4,22.3,9.9,2007-08-21
5346,9225,0.2,21.7,10.5,2007-08-22
5347,9225,11.2,19.0,14.5,2007-08-23
5348,9225,0.0,20.0,10.8,2007-08-24
5349,9225,0.2,21.0,10.4,2007-08-25
5350,9225,8.4,17.9,13.9,2007-08-26
5351,9225,2.8,17.4,12.2,2007-08-27
5352,9225,1.6,19.5,10.6,2007-08-28
5353,9225,2.6,21.1,13.9,2007-08-29
5354,9225,11.4,16.5,3.4,2007-08-30
5355,9225,0.0,19.0,6.9,2007-08-31
5356,9225,0.0,19.2,4.6,2007-09-01
5357,9225,0.0,19.7,6.5,2007-09-02
5358,9225,0.0,27.6,10.4,2007-09-03
5359,9225,0.0,21.0,13.0,2007-09-04
5360,9225,2.4,19.4,10.4,2007-09-05
5361,9225,0.0,22.1,7.3,2007-09-06
5362,9225,0.0,17.6,8.0,2007-09-07
5363,9225,21.4,18.4,6.6,2007-09-08
5364,9225,0.2,19.8,9.0,2007-09-09
5365,9225,0.0,23.5,4.3,2007-09-10
5366,9225,0.0,21.5,5.9,2007-09-11
5367,9225,23.6,17.8,11.7,2007-09-12
5368,9225,7.8,17.6,11.0,2007-09-13
5369,9225,0.2,17.8,8.8,2007-09-14
5370,9225,10.0,18.5,10.1,2007-09-15
5371,9225,0.4,20.5,11.7,2007-09-16
5372,9225,0.0,21.6,10.0,2007-09-17
5373,9225,4.0,19.5,14.0,2007-09-18
5374,9225,3.8,19.3,9.4,2007-09-19
5375,9225,0.0,21.0,9.6,2007-09-20
5376,9225,0.0,21.6,8.5,2007-09-21
5377,9225,3.4,19.1,14.4,2007-09-22
5378,9225,0.0,19.7,5.1,2007-09-23
5379,9225,7.8,18.2,12.9,2007-09-24
5380,9225,8.4,17.8,5.7,2007-09-25
5381,9225,1.2,20.1,12.2,2007-09-26
5382,9225,2.8,20.2,14.6,2007-09-27
5383,9225,3.2,21.2,13.4,2007-09-28
5384,9225,0.0,22.0,8.0,2007-09-29
5385,9225,0.0,21.3,10.5,2007-09-30
5386,9225,0.0,20.2,10.4,2007-10-01
5387,9225,0.0,21.1,14.3,2007-10-02
5388,9225,0.0,22.6,6.6,2007-10-03
5389,9225,0.0,22.0,7.7,2007-10-04
5390,9225,0.0,24.6,11.1,2007-10-05
5391,9225,0.0,25.1,10.2,2007-10-06
5392,9225,0.0,24.1,9.4,2007-10-07
5393,9225,10.4,20.7,14.8,2007-10-08
5394,9225,10.8,18.5,14.8,2007-10-09
5395,9225,1.4,19.3,9.1,2007-10-10
5396,9225,0.2,22.0,7.7,2007-10-11
5397,9225,0.0,24.8,8.0,2007-10-12
5398,9225,0.0,29.4,9.1,2007-10-13
5399,9225,0.0,24.1,13.3,2007-10-14
5400,9225,0.0,26.2,14.5,2007-10-15
5401,9225,0.0,28.8,13.2,2007-10-16
5402,9225,0.0,21.0,16.4,2007-10-17
5403,9225,1.0,20.9,10.4,2007-10-18
5404,9225,0.0,27.1,7.9,2007-10-19
5405,9225,0.0,19.6,13.0,2007-10-20
5406,9225,1.2,21.3,11.4,2007-10-21
5407,9225,0.0,23.7,11.1,2007-10-22
5408,9225,0.0,26.0,10.3,2007-10-23
5409,9225,0.0,30.7,12.2,2007-10-24
5410,9225,0.0,26.4,11.5,2007-10-25
5411,9225,0.0,21.2,16.1,2007-10-26
5412,9225,12.4,16.0,8.1,2007-10-27
5413,9225,5.0,18.1,8.9,2007-10-28
5414,9225,0.0,19.5,4.7,2007-10-29
5415,9225,0.0,20.4,7.0,2007-10-30
5416,9225,0.0,21.6,8.3,2007-10-31
5417,9225,0.0,25.5,10.7,2007-11-01
5418,9225,0.0,23.9,10.9,2007-11-02
5419,9225,0.0,25.8,10.4,2007-11-03
5420,9225,0.0,29.9,12.9,2007-11-04
5421,9225,0.0,32.0,15.0,2007-11-05
5422,9225,0.0,23.0,15.9,2007-11-06
5423,9225,0.0,22.8,13.7,2007-11-07
5424,9225,0.0,24.5,14.3,2007-11-08
5425,9225,0.0,25.1,14.0,2007-11-09
5426,9225,0.0,30.9,14.7,2007-11-10
5427,9225,0.0,37.0,17.9,2007-11-11
5428,9225,0.0,39.8,21.6,2007-11-12
5429,9225,0.0,32.0,19.3,2007-11-13
5430,9225,0.0,30.6,15.8,2007-11-14
5431,9225,0.0,30.5,16.4,2007-11-15
5432,9225,0.0,28.8,14.7,2007-11-16
5433,9225,0.0,25.3,12.4,2007-11-17
5434,9225,1.2,22.4,15.7,2007-11-18
5435,9225,0.2,21.0,15.6,2007-11-19
5436,9225,0.0,22.2,9.1,2007-11-20
5437,9225,0.0,30.1,9.3,2007-11-21
5438,9225,0.0,35.2,11.2,2007-11-22
5439,9225,0.0,38.5,16.3,2007-11-23
5440,9225,0.0,31.7,14.1,2007-11-24
5441,9225,0.0,25.6,17.6,2007-11-25
5442,9225,0.0,28.7,14.8,2007-11-26
5443,9225,0.0,29.3,14.8,2007-11-27
5444,9225,0.0,35.2,16.8,2007-11-28
5445,9225,0.0,23.9,18.4,2007-11-29
5446,9225,3.8,22.3,15.3,2007-11-30
5447,9225,1.2,22.1,15.4,2007-12-01
5448,9225,0.2,22.5,10.5,2007-12-02
5449,9225,0.0,24.4,12.0,2007-12-03
5450,9225,0.0,25.4,12.7,2007-12-04
5451,9225,0.0,21.6,16.3,2007-12-05
5452,9225,4.0,20.1,9.0,2007-12-06
5453,9225,0.0,22.8,7.9,2007-12-07
5454,9225,0.0,25.0,13.2,2007-12-08
5455,9225,0.0,29.4,11.8,2007-12-09
5456,9225,0.0,34.9,14.6,2007-12-10
5457,9225,0.0,31.8,20.4,2007-12-11
5458,9225,3.8,26.4,13.4,2007-12-12
5459,9225,0.0,24.3,13.4,2007-12-13
5460,9225,0.0,26.7,15.3,2007-12-14
5461,9225,0.0,21.8,15.7,2007-12-15
5462,9225,1.4,20.9,16.3,2007-12-16
5463,9225,1.6,23.1,16.0,2007-12-17
5464,9225,5.8,24.3,16.7,2007-12-18
5465,9225,0.0,24.7,14.7,2007-12-19
5466,9225,0.0,24.6,14.9,2007-12-20
5467,9225,0.0,24.1,13.0,2007-12-21
5468,9225,0.0,27.4,14.3,2007-12-22
5469,9225,0.0,34.2,18.0,2007-12-23
5470,9225,0.0,35.9,18.9,2007-12-24
5471,9225,0.0,40.7,18.4,2007-12-25
5472,9225,0.0,44.2,20.0,2007-12-26
5473,9225,0.0,33.9,21.4,2007-12-27
5474,9225,0.0,29.7,18.2,2007-12-28
5475,9225,0.0,34.1,16.2,2007-12-29
5476,9225,0.0,27.3,16.5,2007-12-30
5477,9225,0.0,30.0,15.6,2007-12-31
5478,9225,0.0,33.0,15.9,2008-01-01
5479,9225,0.0,37.4,19.4,2008-01-02
5480,9225,0.0,41.9,23.5,2008-01-03
5481,9225,0.0,30.0,21.8,2008-01-04
5482,9225,0.0,27.8,15.9,2008-01-05
5483,9225,0.0,30.9,17.4,2008-01-06
5484,9225,0.0,39.2,20.4,2008-01-07
5485,9225,0.0,34.9,22.8,2008-01-08
5486,9225,0.0,25.4,19.8,2008-01-09
5487,9225,0.0,24.3,17.3,2008-01-10
5488,9225,0.0,26.3,13.1,2008-01-11
5489,9225,0.0,26.7,13.9,2008-01-12
5490,9225,0.0,32.9,17.7,2008-01-13
5491,9225,0.0,30.5,16.3,2008-01-14
5492,9225,0.0,34.0,16.6,2008-01-15
5493,9225,0.0,37.2,17.8,2008-01-16
5494,9225,0.0,41.3,21.7,2008-01-17
5495,9225,0.0,26.3,21.1,2008-01-18
5496,9225,0.0,30.8,19.5,2008-01-19
5497,9225,0.0,32.4,18.8,2008-01-20
5498,9225,0.0,32.4,18.9,2008-01-21
5499,9225,0.0,34.6,18.0,2008-01-22
5500,9225,0.0,35.9,18.8,2008-01-23
5501,9225,0.0,38.5,20.9,2008-01-24
5502,9225,0.0,37.3,19.5,2008-01-25
5503,9225,0.0,33.6,22.0,2008-01-26
5504,9225,0.0,33.3,21.1,2008-01-27
5505,9225,0.0,30.3,20.9,2008-01-28
5506,9225,0.0,31.6,17.7,2008-01-29
5507,9225,0.0,32.5,18.5,2008-01-30
5508,9225,0.0,32.7,17.5,2008-01-31
5509,9225,0.0,35.4,19.4,2008-02-01
5510,9225,0.0,37.3,21.4,2008-02-02
5511,9225,0.0,36.9,23.9,2008-02-03
5512,9225,0.0,36.1,22.1,2008-02-04
5513,9225,0.0,35.9,24.8,2008-02-05
5514,9225,0.0,35.2,23.9,2008-02-06
5515,9225,17.2,22.1,16.9,2008-02-07
5516,9225,30.4,30.3,16.8,2008-02-08
5517,9225,0.0,30.0,19.1,2008-02-09
5518,9225,0.0,35.3,20.7,2008-02-10
5519,9225,0.0,37.2,22.4,2008-02-11
5520,9225,0.0,36.8,20.5,2008-02-12
5521,9225,0.0,36.9,22.5,2008-02-13
5522,9225,0.0,30.5,24.9,2008-02-14
5523,9225,0.0,26.9,21.5,2008-02-15
5524,9225,0.0,27.6,18.2,2008-02-16
5525,9225,0.0,27.7,20.8,2008-02-17
5526,9225,0.0,25.8,16.1,2008-02-18
5527,9225,0.0,27.5,14.6,2008-02-19
5528,9225,0.0,26.1,14.7,2008-02-20
5529,9225,0.0,28.9,15.7,2008-02-21
5530,9225,0.0,27.6,14.3,2008-02-22
5531,9225,0.0,29.7,14.5,2008-02-23
5532,9225,0.0,33.1,16.5,2008-02-24
5533,9225,0.0,35.5,16.8,2008-02-25
5534,9225,0.0,37.0,17.2,2008-02-26
5535,9225,0.0,37.8,20.3,2008-02-27
5536,9225,0.0,41.5,20.9,2008-02-28
5537,9225,0.0,32.5,18.0,2008-02-29
5538,9225,0.0,29.3,21.7,2008-03-01
5539,9225,0.0,29.6,18.5,2008-03-02
5540,9225,0.0,32.5,18.8,2008-03-03
5541,9225,0.0,31.6,18.8,2008-03-04
5542,9225,0.0,32.7,17.8,2008-03-05
5543,9225,0.0,30.9,19.3,2008-03-06
5544,9225,1.6,26.4,21.7,2008-03-07
5545,9225,0.6,26.2,13.9,2008-03-08
5546,9225,0.0,28.3,16.1,2008-03-09
5547,9225,0.0,32.5,18.0,2008-03-10
5548,9225,0.0,35.0,19.6,2008-03-11
5549,9225,0.0,35.3,17.5,2008-03-12
5550,9225,0.0,24.6,20.5,2008-03-13
5551,9225,0.0,24.4,9.5,2008-03-14
5552,9225,0.0,25.5,12.2,2008-03-15
5553,9225,0.0,26.8,12.7,2008-03-16
5554,9225,0.0,28.6,13.7,2008-03-17
5555,9225,0.0,31.5,18.6,2008-03-18
5556,9225,0.0,32.5,17.8,2008-03-19
5557,9225,0.0,31.3,17.3,2008-03-20
5558,9225,0.0,33.3,17.6,2008-03-21
5559,9225,0.0,30.6,17.8,2008-03-22
5560,9225,0.0,26.1,16.9,2008-03-23
5561,9225,0.0,26.2,12.9,2008-03-24
5562,9225,0.0,27.6,14.0,2008-03-25
5563,9225,0.0,29.9,15.3,2008-03-26
5564,9225,0.0,32.5,17.6,2008-03-27
5565,9225,0.0,32.2,17.2,2008-03-28
5566,9225,0.0,29.9,15.9,2008-03-29
5567,9225,0.0,28.8,14.3,2008-03-30
5568,9225,12.0,18.4,13.3,2008-03-31
5569,9225,27.6,23.3,13.3,2008-04-01
5570,9225,0.0,22.5,12.0,2008-04-02
5571,9225,0.0,26.5,12.5,2008-04-03
5572,9225,0.0,29.9,13.4,2008-04-04
5573,9225,14.6,24.2,17.6,2008-04-05
5574,9225,58.6,25.9,18.0,2008-04-06
5575,9225,0.0,25.1,13.7,2008-04-07
5576,9225,6.2,25.0,18.5,2008-04-08
5577,9225,0.0,25.9,11.8,2008-04-09
5578,9225,0.8,22.8,14.7,2008-04-10
5579,9225,0.0,24.7,9.0,2008-04-11
5580,9225,0.0,28.2,8.3,2008-04-12
5581,9225,0.0,30.3,8.8,2008-04-13
5582,9225,0.0,33.1,10.9,2008-04-14
5583,9225,0.0,28.6,11.0,2008-04-15
5584,9225,0.0,28.3,14.5,2008-04-16
5585,9225,23.2,19.6,15.2,2008-04-17
5586,9225,6.2,22.4,13.6,2008-04-18
5587,9225,0.8,18.8,8.3,2008-04-19
5588,9225,0.0,19.8,7.6,2008-04-20
5589,9225,0.0,18.8,7.0,2008-04-21
5590,9225,1.4,22.7,10.4,2008-04-22
5591,9225,6.0,21.5,13.4,2008-04-23
5592,9225,0.0,22.5,9.0,2008-04-24
5593,9225,0.0,24.2,9.0,2008-04-25
5594,9225,0.0,22.4,13.0,2008-04-26
5595,9225,0.0,22.1,14.5,2008-04-27
5596,9225,0.6,24.3,14.9,2008-04-28
5597,9225,6.4,21.8,13.4,2008-04-29
5598,9225,1.2,21.2,16.3,2008-04-30
5599,9225,0.0,21.9,6.9,2008-05-01
5600,9225,0.0,24.3,5.7,2008-05-02
5601,9225,0.0,23.3,8.4,2008-05-03
5602,9225,0.0,22.9,9.1,2008-05-04
5603,9225,0.0,22.7,7.2,2008-05-05
5604,9225,0.0,26.7,7.6,2008-05-06
5605,9225,0.0,25.3,12.3,2008-05-07
5606,9225,0.0,24.3,11.2,2008-05-08
5607,9225,0.0,27.7,12.7,2008-05-09
5608,9225,1.6,23.3,12.7,2008-05-10
5609,9225,8.8,22.8,13.6,2008-05-11
5610,9225,0.2,24.5,8.7,2008-05-12
5611,9225,4.4,20.0,14.5,2008-05-13
5612,9225,7.4,17.8,6.7,2008-05-14
5613,9225,0.6,20.4,11.3,2008-05-15
5614,9225,1.6,17.7,6.6,2008-05-16
5615,9225,0.0,20.2,5.2,2008-05-17
5616,9225,0.0,21.1,5.8,2008-05-18
5617,9225,0.0,22.0,6.4,2008-05-19
5618,9225,0.0,23.1,9.0,2008-05-20
5619,9225,0.0,23.8,6.6,2008-05-21
5620,9225,10.6,19.4,10.7,2008-05-22
5621,9225,5.4,20.2,13.5,2008-05-23
5622,9225,3.0,21.6,15.2,2008-05-24
5623,9225,6.8,21.9,15.0,2008-05-25
5624,9225,0.2,24.9,11.1,2008-05-26
5625,9225,0.0,26.5,9.7,2008-05-27
5626,9225,0.0,23.9,13.8,2008-05-28
5627,9225,9.0,20.4,14.1,2008-05-29
5628,9225,0.0,23.8,12.3,2008-05-30
5629,9225,0.0,22.2,16.8,2008-05-31
5630,9225,42.8,22.3,15.1,2008-06-01
5631,9225,0.0,20.8,10.7,2008-06-02
5632,9225,0.0,23.2,10.4,2008-06-03
5633,9225,0.0,20.7,11.3,2008-06-04
5634,9225,0.0,21.1,9.6,2008-06-05
5635,9225,0.0,21.1,8.4,2008-06-06
5636,9225,0.0,21.2,4.7,2008-06-07
5637,9225,0.0,21.4,5.5,2008-06-08
5638,9225,4.6,18.0,12.1,2008-06-09
5639,9225,15.2,18.9,7.5,2008-06-10
5640,9225,0.2,18.2,9.0,2008-06-11
5641,9225,7.4,19.8,11.1,2008-06-12
5642,9225,0.0,20.9,5.0,2008-06-13
5643,9225,0.0,23.0,5.9,2008-06-14
5644,9225,8.0,17.7,13.4,2008-06-15
5645,9225,26.2,16.0,8.6,2008-06-16
5646,9225,9.2,16.2,9.7,2008-06-17
5647,9225,2.4,18.8,4.5,2008-06-18
5648,9225,0.0,20.3,3.6,2008-06-19
5649,9225,0.0,20.0,4.6,2008-06-20
5650,9225,0.0,20.4,3.2,2008-06-21
5651,9225,0.0,21.2,2.9,2008-06-22
5652,9225,0.0,21.8,4.3,2008-06-23
5653,9225,0.0,22.4,3.0,2008-06-24
5654,9225,1.0,18.3,11.5,2008-06-25
5655,9225,0.0,14.2,3.9,2008-06-26
5656,9225,1.4,22.0,7.8,2008-06-27
5657,9225,17.4,17.2,10.4,2008-06-28
5658,9225,6.0,18.0,12.5,2008-06-29
5659,9225,0.2,17.0,3.3,2008-06-30
5660,9225,0.0,18.8,2.7,2008-07-01
5661,9225,0.0,20.7,6.4,2008-07-02
5662,9225,0.4,19.9,6.5,2008-07-03
5663,9225,1.8,19.2,9.5,2008-07-04
5664,9225,1.8,16.4,9.5,2008-07-05
5665,9225,6.8,15.9,0.7,2008-07-06
5666,9225,0.0,18.3,0.7,2008-07-07
5667,9225,0.0,20.4,3.2,2008-07-08
5668,9225,8.0,19.5,9.8,2008-07-09
5669,9225,4.6,20.4,11.2,2008-07-10
5670,9225,2.6,17.1,13.4,2008-07-11
5671,9225,4.4,17.3,7.9,2008-07-12
5672,9225,0.2,18.8,5.3,2008-07-13
5673,9225,0.0,19.7,7.9,2008-07-14
5674,9225,0.0,17.1,9.0,2008-07-15
5675,9225,24.0,17.1,10.2,2008-07-16
5676,9225,2.6,16.9,6.7,2008-07-17
5677,9225,20.6,17.9,10.4,2008-07-18
5678,9225,15.2,14.3,3.3,2008-07-19
5679,9225,0.0,17.0,1.2,2008-07-20
5680,9225,0.0,17.1,3.1,2008-07-21
5681,9225,0.0,18.9,3.3,2008-07-22
5682,9225,0.0,17.4,8.9,2008-07-23
5683,9225,19.2,18.3,9.3,2008-07-24
5684,9225,0.0,17.0,7.4,2008-07-25
5685,9225,12.6,19.3,7.8,2008-07-26
5686,9225,4.0,20.8,9.0,2008-07-27
5687,9225,5.4,15.9,11.8,2008-07-28
5688,9225,11.6,18.0,9.7,2008-07-29
5689,9225,30.6,16.2,12.4,2008-07-30
5690,9225,3.0,14.1,6.7,2008-07-31
5691,9225,7.8,18.1,7.8,2008-08-01
5692,9225,18.2,17.5,11.2,2008-08-02
5693,9225,0.2,17.1,4.7,2008-08-03
5694,9225,0.0,19.4,2.1,2008-08-04
5695,9225,0.0,20.3,2.2,2008-08-05
5696,9225,0.0,20.7,2.3,2008-08-06
5697,9225,0.0,17.3,4.3,2008-08-07
5698,9225,0.0,17.6,7.0,2008-08-08
5699,9225,0.0,18.0,8.1,2008-08-09
5700,9225,0.0,18.7,9.1,2008-08-10
5701,9225,0.0,20.4,7.6,2008-08-11
5702,9225,0.0,17.5,4.9,2008-08-12
5703,9225,0.0,19.7,5.8,2008-08-13
5704,9225,0.0,21.3,3.3,2008-08-14
5705,9225,0.0,23.1,3.3,2008-08-15
5706,9225,0.0,23.9,3.1,2008-08-16
5707,9225,0.0,24.2,2.5,2008-08-17
5708,9225,0.0,22.5,1.8,2008-08-18
5709,9225,0.0,18.2,5.5,2008-08-19
5710,9225,0.2,17.4,6.9,2008-08-20
5711,9225,0.0,17.6,8.5,2008-08-21
5712,9225,0.0,19.1,5.5,2008-08-22
5713,9225,0.0,21.4,3.4,2008-08-23
5714,9225,0.0,21.3,3.8,2008-08-24
5715,9225,0.0,20.1,5.0,2008-08-25
5716,9225,0.0,21.2,6.8,2008-08-26
5717,9225,0.0,24.1,8.7,2008-08-27
5718,9225,0.0,21.7,7.1,2008-08-28
5719,9225,1.2,18.7,9.5,2008-08-29
5720,9225,0.2,16.9,3.8,2008-08-30
5721,9225,0.0,18.5,8.7,2008-08-31
5722,9225,3.4,18.9,10.9,2008-09-01
5723,9225,0.2,22.9,5.4,2008-09-02
5724,9225,0.0,,8.1,2008-09-03
5725,9225,0.0,19.4,11.3,2008-09-04
5726,9225,1.2,21.6,9.8,2008-09-05
5727,9225,0.0,19.4,9.7,2008-09-06
5728,9225,0.0,20.1,5.7,2008-09-07
5729,9225,0.0,22.4,5.3,2008-09-08
5730,9225,0.0,21.3,4.6,2008-09-09
5731,9225,0.0,18.9,7.7,2008-09-10
5732,9225,0.8,20.5,13.4,2008-09-11
5733,9225,0.4,20.9,15.2,2008-09-12
5734,9225,6.0,17.6,11.8,2008-09-13
5735,9225,0.0,19.6,13.6,2008-09-14
5736,9225,1.2,20.3,6.2,2008-09-15
5737,9225,0.0,22.5,4.7,2008-09-16
